x,x,x,o,o,b,b,b,b,winX
x,x,o,x,o,x,x,o,o,winX
b,o,x,x,b,b,b,b,o,ongoing
b,o,b,b,b,b,x,b,b,ongoing
x,x,x,o,o,x,x,o,o,winX
x,o,x,x,o,o,o,x,x,tie
o,x,b,x,x,x,o,o,b,winX
o,o,o,x,x,o,x,x,b,wincircle
o,x,o,o,x,x,x,o,x,tie
x,b,x,x,o,b,x,o,o,winX
b,b,o,x,x,o,x,b,o,wincircle
x,o,x,b,o,x,x,o,o,wincircle
o,x,x,x,o,x,o,b,o,wincircle
x,o,x,x,x,o,o,x,o,tie
b,b,o,x,b,o,x,x,o,wincircle
x,x,o,x,o,o,x,o,x,winX
b,x,o,x,x,o,x,o,o,wincircle
o,x,x,o,x,o,b,x,b,winX
b,b,x,b,o,b,x,b,b,ongoing
o,o,x,x,x,o,x,x,o,winX
o,x,x,x,x,b,o,o,o,wincircle
o,x,x,b,o,b,b,x,b,ongoing
x,x,b,o,o,o,x,x,o,wincircle
x,b,b,b,b,b,b,b,b,ongoing
o,b,o,x,x,x,b,b,b,winX
x,b,b,b,o,x,x,b,o,ongoing
x,o,b,x,x,o,o,b,x,winX
b,b,o,b,b,b,x,b,b,ongoing
o,b,x,b,o,x,x,o,x,winX
x,b,b,b,b,x,b,b,o,ongoing
o,x,x,b,o,o,x,x,o,wincircle
x,o,x,o,o,o,b,x,x,wincircle
x,o,x,o,x,b,x,o,b,winX
x,b,o,x,o,b,o,x,b,wincircle
b,x,o,b,x,x,o,x,o,winX
o,o,b,x,x,x,x,o,b,winX
x,o,b,x,x,b,o,o,x,winX
o,x,o,o,b,x,o,x,x,wincircle
b,x,x,o,o,o,x,x,o,wincircle
b,x,b,b,b,b,o,b,b,ongoing
x,o,x,x,o,b,b,o,b,wincircle
o,x,o,x,o,x,x,o,x,tie
x,b,b,o,b,x,b,o,b,ongoing
x,b,o,x,x,x,b,o,o,winX
o,x,b,b,b,b,b,x,o,ongoing
o,b,o,x,o,x,o,x,x,wincircle
x,o,b,x,b,b,b,b,b,ongoing
x,o,o,o,x,x,x,x,o,tie
x,b,b,b,b,b,x,o,b,ongoing
x,x,o,x,o,o,o,x,b,wincircle
x,o,x,x,x,o,o,x,o,tie
x,o,x,x,o,x,o,x,o,tie
b,x,o,o,b,x,x,x,o,ongoing
b,o,x,x,o,x,b,o,b,wincircle
o,x,b,o,o,x,x,x,o,wincircle
b,b,b,b,b,o,b,x,x,ongoing
x,b,b,b,b,b,b,b,o,ongoing
o,x,o,x,o,x,b,x,o,wincircle
o,x,o,x,x,o,x,o,x,tie
o,x,x,x,o,o,x,o,x,tie
b,b,b,b,b,o,b,x,b,ongoing
x,o,o,o,x,x,o,x,x,winX
o,o,x,o,x,x,b,b,x,winX
o,x,o,x,o,x,x,o,x,tie
