b,x,x,x,o,o,o,x,o,game
x,b,x,x,o,o,o,x,o,game
x,x,b,x,o,o,o,x,o,game
b,x,x,x,o,o,o,o,x,game
x,b,x,x,o,o,o,o,x,game
x,x,b,x,o,o,o,o,x,game
b,x,x,x,o,o,o,b,b,game
x,b,x,x,o,o,o,b,b,game
x,x,b,x,o,o,o,b,b,game
b,x,x,x,o,o,b,o,b,game
x,b,x,x,o,o,b,o,b,game
x,x,b,x,o,o,b,o,b,game
b,x,x,x,o,o,b,b,o,game
x,b,x,x,o,o,b,b,o,game
x,x,b,x,o,o,b,b,o,game
b,x,x,x,o,b,o,o,b,game
x,b,x,x,o,b,o,o,b,game
x,x,b,x,o,b,o,o,b,game
b,x,x,x,o,b,o,b,o,game
x,b,x,x,o,b,o,b,o,game
x,x,b,x,o,b,o,b,o,game
b,x,x,x,o,b,b,o,o,game
x,b,x,x,o,b,b,o,o,game
x,x,b,x,o,b,b,o,o,game
b,x,x,x,b,o,o,o,b,game
x,b,x,x,b,o,o,o,b,game
x,x,b,x,b,o,o,o,b,game
b,x,x,x,b,o,o,b,o,game
x,b,x,x,b,o,o,b,o,game
x,x,b,x,b,o,o,b,o,game
b,x,x,x,b,o,b,o,o,game
x,b,x,x,b,o,b,o,o,game
x,x,b,x,b,o,b,o,o,game
b,x,x,o,x,o,o,b,b,game
x,b,x,o,x,o,o,b,b,game
x,x,b,o,x,o,o,b,b,game
b,x,x,o,x,o,b,o,b,game
x,b,x,o,x,o,b,o,b,game
x,x,b,o,x,o,b,o,b,game
b,x,x,o,x,o,b,b,o,game
x,b,x,o,x,o,b,b,o,game
x,x,b,o,x,o,b,b,o,game
b,x,x,o,x,b,o,o,b,game
x,b,x,o,x,b,o,o,b,game
x,x,b,o,x,b,o,o,b,game
b,x,x,o,x,b,o,b,o,game
x,b,x,o,x,b,o,b,o,game
x,x,b,o,x,b,o,b,o,game
b,x,x,o,x,b,b,o,o,game
x,b,x,o,x,b,b,o,o,game
x,x,b,o,x,b,b,o,o,game
b,x,x,o,o,x,x,o,o,game
x,b,x,o,o,x,x,o,o,game
x,x,b,o,o,x,x,o,o,game
b,x,x,o,o,x,o,x,o,game
x,b,x,o,o,x,o,x,o,game
x,x,b,o,o,x,o,x,o,game
b,x,x,o,o,x,o,b,b,game
x,b,x,o,o,x,o,b,b,game
x,x,b,o,o,x,o,b,b,game
b,x,x,o,o,x,b,o,b,game
x,b,x,o,o,x,b,o,b,game
x,x,b,o,o,x,b,o,b,game
b,x,x,o,o,x,b,b,o,game
