x,x,x,x,o,o,x,o,o,win
x,x,x,x,o,o,o,x,o,win
x,x,x,x,o,o,o,o,x,win
x,x,x,x,o,o,o,b,b,win
x,x,x,x,o,o,b,o,b,win
x,x,x,x,o,o,b,b,o,win
x,x,x,x,o,b,o,o,b,win
x,x,x,x,o,b,o,b,o,win
x,x,x,x,o,b,b,o,o,win
x,x,x,x,b,o,o,o,b,win
x,x,x,x,b,o,o,b,o,win
x,x,x,x,b,o,b,o,o,win
x,x,x,o,x,o,x,o,o,win
x,x,x,o,x,o,o,x,o,win
x,x,x,o,x,o,o,o,x,win
x,x,x,o,x,o,o,b,b,win
x,x,x,o,x,o,b,o,b,win
x,x,x,o,x,o,b,b,o,win
x,x,x,o,x,b,o,o,b,win
x,x,x,o,x,b,o,b,o,win
x,x,x,o,x,b,b,o,o,win
x,x,x,o,o,x,x,o,o,win
x,x,x,o,o,x,o,x,o,win
x,x,x,o,o,x,o,o,x,win
x,x,x,o,o,x,o,b,b,win
x,x,x,o,o,x,b,o,b,win
x,x,x,o,o,x,b,b,o,win
x,x,x,o,o,b,x,o,b,win
x,x,x,o,o,b,x,b,o,win
x,x,x,o,o,b,o,x,b,win
x,x,x,o,o,b,o,b,x,win
x,x,x,o,o,b,b,x,o,win
x,x,x,o,o,b,b,o,x,win
x,x,x,o,o,b,b,b,b,win
x,x,x,o,b,x,o,o,b,win
x,x,x,o,b,x,o,b,o,win
x,x,x,o,b,x,b,o,o,win
x,x,x,o,b,o,x,o,b,win
x,x,x,o,b,o,x,b,o,win
x,x,x,o,b,o,o,x,b,win
x,x,x,o,b,o,o,b,x,win
x,x,x,o,b,o,b,x,o,win
x,x,x,o,b,o,b,o,x,win
x,x,x,o,b,o,b,b,b,win
x,x,x,o,b,b,x,o,o,win
x,x,x,o,b,b,o,x,o,win
x,x,x,o,b,b,o,o,x,win
x,x,x,o,b,b,o,b,b,win
x,x,x,o,b,b,b,o,b,win
x,x,x,o,b,b,b,b,o,win
x,x,x,b,x,o,o,o,b,win
x,x,x,b,x,o,o,b,o,win
x,x,x,b,x,o,b,o,o,win
x,x,x,b,o,x,o,o,b,win
x,x,x,b,o,x,o,b,o,win
x,x,x,b,o,x,b,o,o,win
x,x,x,b,o,o,x,o,b,win
x,x,x,b,o,o,x,b,o,win
x,x,x,b,o,o,o,x,b,win
x,x,x,b,o,o,o,b,x,win
x,x,x,b,o,o,b,x,o,win
x,x,x,b,o,o,b,o,x,win
x,x,x,b,o,o,b,b,b,win
x,x,x,b,o,b,x,o,o,win
x,x,x,b,o,b,o,x,o,win
x,x,x,b,o,b,o,o,x,win
x,x,x,b,o,b,o,b,b,win
x,x,x,b,o,b,b,o,b,win
x,x,x,b,o,b,b,b,o,win
x,x,x,b,b,o,x,o,o,win
x,x,x,b,b,o,o,x,o,win
x,x,x,b,b,o,o,o,x,win
x,x,x,b,b,o,o,b,b,win
x,x,x,b,b,o,b,o,b,win
x,x,x,b,b,o,b,b,o,win
x,x,x,b,b,b,o,o,b,win
